EmployeeID,Name,Department,Age,Salary,ExperienceYears,Location,Status,EligibleForPromotion,AgeGroup
1060,Donna,Operations,28,31440,7,Mumbai,Normal,Yes,Young
1061,Karen,Finance,29,145473,8,Nagpur,High,Yes,Young
1062,Natasha,Marketing,44,109790,11,Hyderabad,High,Yes,Senior
1063,Lindsey,Sales,47,70801,14,Bangalore,Normal,Yes,Senior
1064,Gregory,HR,24,65202,0,Bangalore,Normal,No,Young
1065,Jason,Finance,28,103819,6,Mumbai,High,Yes,Young
1066,Paul,Marketing,29,42886,2,Mumbai,Normal,No,Young
1067,Natalie,Finance,46,55178,16,Delhi,Normal,Yes,Senior
1068,Lacey,Marketing,46,33541,22,Chennai,Normal,Yes,Senior
1069,Karen,HR,34,125212,6,Bangalore,High,Yes,Mid
1070,Natalie,Data Science,29,119132,0,Delhi,High,No,Young
1071,Thomas,Data Science,46,54905,14,Kolkata,Normal,Yes,Senior
1072,Christina,Finance,34,67463,9,Pune,Normal,Yes,Mid
1073,Barbara,Finance,49,111648,4,Kolkata,High,No,Senior
1074,Alexander,HR,24,80773,1,Bangalore,High,No,Young
1075,Kevin,Data Science,38,72376,6,Hyderabad,Normal,Yes,Mid
1076,Randy,Operations,28,129364,7,Chennai,High,Yes,Young
1077,Frank,HR,26,43498,3,Chennai,Normal,No,Young
1078,Amanda,Operations,41,147902,11,Delhi,High,Yes,Senior
1079,Barbara,HR,32,130939,1,Hyderabad,High,No,Mid
1080,Heather,IT Support,47,118320,13,Chennai,High,Yes,Senior
1081,Jamie,Marketing,39,60737,4,Delhi,Normal,No,Mid
1082,Jon,Data Science,25,59476,0,Bangalore,Normal,No,Young
1083,Elizabeth,Data Science,40,111905,5,Nagpur,High,Yes,Senior
1084,James,Data Science,38,145034,16,Nagpur,High,Yes,Mid
1085,Franklin,Finance,32,114388,5,Hyderabad,High,Yes,Mid
1086,Johnny,Data Science,44,73533,14,Nagpur,Normal,Yes,Senior
1087,Amy,HR,37,64311,10,Hyderabad,Normal,Yes,Mid
1088,Kimberly,Marketing,38,44517,3,Pune,Normal,No,Mid
1089,Margaret,Data Science,36,138806,8,Hyderabad,High,Yes,Mid
1090,Steven,IT Support,41,127428,6,Pune,High,Yes,Senior
1091,Yvonne,HR,43,101112,9,Chennai,High,Yes,Senior
1092,John,Marketing,49,114400,16,Hyderabad,High,Yes,Senior
1093,Tammy,Sales,33,72203,12,Chennai,Normal,Yes,Mid
1094,Crystal,Marketing,43,149446,14,Bangalore,High,Yes,Senior
1095,Regina,Sales,48,138821,1,Chennai,High,No,Senior
1096,Paul,Finance,36,127468,6,Bangalore,High,Yes,Mid
1097,Steven,IT Support,27,135106,2,Mumbai,High,No,Young
1098,Gregg,Marketing,25,33790,0,Kolkata,Normal,No,Young
1099,Michael,IT Support,27,116966,5,Chennai,High,Yes,Young
1100,Jennifer,Finance,35,81172,0,Mumbai,High,No,Mid
1101,Madison,Finance,25,50862,1,Chennai,Normal,No,Young
1102,John,Sales,34,106791,5,Hyderabad,High,Yes,Mid
1103,Mindy,Data Science,41,93909,13,Delhi,High,Yes,Senior
1104,Anne,Finance,49,118032,9,Nagpur,High,Yes,Senior
1105,Jane,HR,46,85762,14,Bangalore,High,Yes,Senior
1106,Nicholas,IT Support,23,146986,1,Nagpur,High,No,Young
1107,James,Sales,32,102787,6,Bangalore,High,Yes,Mid
1108,Kenneth,IT Support,22,93008,1,Nagpur,High,No,Young
1109,Jason,Data Science,25,71058,3,Kolkata,Normal,No,Young
1110,Christopher,Sales,39,107430,13,Kolkata,High,Yes,Mid
1111,Tim,Data Science,31,54099,6,Chennai,Normal,Yes,Mid
1112,Kathy,Sales,29,93919,1,Pune,High,No,Young
1113,Charles,IT Support,44,136811,21,Chennai,High,Yes,Senior
1114,Valerie,HR,31,74111,1,Nagpur,Normal,No,Mid
1115,Lindsay,Finance,38,104139,6,Nagpur,High,Yes,Mid
1116,David,Finance,46,56911,7,Chennai,Normal,Yes,Senior
1117,Amanda,Sales,39,36400,6,Nagpur,Normal,Yes,Mid
1118,Jessica,Data Science,40,77442,9,Delhi,Normal,Yes,Senior
1119,Brendan,Sales,40,112517,1,Pune,High,No,Senior
1120,Timothy,Marketing,41,83254,13,Mumbai,High,Yes,Senior
1121,Joshua,IT Support,49,61276,13,Mumbai,Normal,Yes,Senior
1122,Jeffrey,HR,34,30469,9,Hyderabad,Normal,Yes,Mid
1123,Robert,Sales,49,135441,19,Mumbai,High,Yes,Senior
1124,Erin,Operations,33,69682,7,Bangalore,Normal,Yes,Mid
1125,Danielle,Marketing,44,109812,9,Kolkata,High,Yes,Senior
1126,Pamela,IT Support,24,35350,3,Delhi,Normal,No,Young
1127,Marissa,IT Support,34,126197,1,Hyderabad,High,No,Mid
1128,Joshua,IT Support,39,109112,12,Mumbai,High,Yes,Mid
1129,Michael,Finance,37,36671,4,Mumbai,Normal,No,Mid
1130,Anna,Sales,50,131896,11,Delhi,High,Yes,Senior
1131,Tracy,HR,32,130478,0,Chennai,High,No,Mid
1132,Melissa,HR,50,31563,11,Mumbai,Normal,Yes,Senior
1133,Brenda,Operations,42,38588,7,Bangalore,Normal,Yes,Senior
1134,Susan,Marketing,34,61571,5,Bangalore,Normal,Yes,Mid
1135,Kim,Marketing,39,58158,17,Nagpur,Normal,Yes,Mid
1136,Jessica,HR,23,50986,0,Chennai,Normal,No,Young
1137,Scott,HR,36,122015,10,Delhi,High,Yes,Mid
1138,Patricia,HR,34,105367,11,Bangalore,High,Yes,Mid
1139,Angela,Sales,45,140861,12,Bangalore,High,Yes,Senior
1140,Michelle,HR,29,30211,2,Chennai,Normal,No,Young
1141,Denise,HR,36,70029,9,Pune,Normal,Yes,Mid
1142,David,HR,31,148554,4,Mumbai,High,No,Mid
1143,Erik,Sales,39,40930,3,Hyderabad,Normal,No,Mid
1144,Cameron,Finance,32,92604,1,Delhi,High,No,Mid
1145,Karen,IT Support,25,128300,2,Kolkata,High,No,Young
1146,Crystal,Finance,27,121284,2,Pune,High,No,Young
1147,Michael,Finance,36,51650,9,Nagpur,Normal,Yes,Mid
1148,Lori,Operations,26,91381,1,Pune,High,No,Young
1149,Jacob,HR,31,131579,6,Chennai,High,Yes,Mid
1150,Audrey,IT Support,36,136954,14,Bangalore,High,Yes,Mid
1151,Shannon,Operations,28,117874,7,Chennai,High,Yes,Young
1152,Daniel,Data Science,50,106782,7,Mumbai,High,Yes,Senior
1153,David,IT Support,37,93860,14,Kolkata,High,Yes,Mid
1154,Debbie,Marketing,46,65997,8,Hyderabad,Normal,Yes,Senior
1155,Calvin,Data Science,25,81969,1,Nagpur,High,No,Young
1156,April,Finance,46,144160,1,Kolkata,High,No,Senior
1157,Amy,Sales,35,58140,11,Hyderabad,Normal,Yes,Mid
1158,Terri,IT Support,42,106192,8,Bangalore,High,Yes,Senior
1159,Mark,IT Support,43,78455,15,Delhi,Normal,Yes,Senior
1160,Pamela,Marketing,41,37262,11,Chennai,Normal,Yes,Senior
1161,Stephanie,Marketing,50,119215,7,Nagpur,High,Yes,Senior
1162,Denise,HR,44,73919,7,Chennai,Normal,Yes,Senior
1163,Ashlee,Operations,41,70447,6,Hyderabad,Normal,Yes,Senior
1164,Jessica,Marketing,34,47946,9,Pune,Normal,Yes,Mid
1165,Juan,Sales,28,64263,4,Pune,Normal,No,Young
1166,Tara,IT Support,27,104507,0,Nagpur,High,No,Young
1167,Susan,Operations,49,56834,17,Delhi,Normal,Yes,Senior
1168,Mary,Operations,34,48980,2,Chennai,Normal,No,Mid
1169,Yesenia,Sales,38,31461,12,Mumbai,Normal,Yes,Mid
1170,Daniel,IT Support,28,103903,7,Hyderabad,High,Yes,Young
1171,Amy,Marketing,50,33519,7,Delhi,Normal,Yes,Senior
1172,Julie,Sales,25,89538,3,Nagpur,High,No,Young
1173,Rebecca,HR,27,126335,6,Delhi,High,Yes,Young
1174,Patrick,Marketing,22,77786,1,Kolkata,Normal,No,Young
1175,Dennis,Sales,44,59290,16,Kolkata,Normal,Yes,Senior
1176,Russell,Sales,43,92805,21,Nagpur,High,Yes,Senior
1177,Jeremiah,IT Support,30,75742,2,Kolkata,Normal,No,Mid
1178,Mary,HR,43,41883,20,Pune,Normal,Yes,Senior
1179,Brianna,Operations,46,51860,12,Chennai,Normal,Yes,Senior
1180,Kayla,Data Science,37,119728,7,Nagpur,High,Yes,Mid
1181,Brenda,HR,47,53218,10,Nagpur,Normal,Yes,Senior
1182,George,HR,35,96383,14,Bangalore,High,Yes,Mid
1183,Brandon,Finance,41,36758,18,Nagpur,Normal,Yes,Senior
1184,Steven,IT Support,35,93718,3,Nagpur,High,No,Mid
1185,Shannon,Marketing,30,77509,1,Delhi,Normal,No,Mid
1186,Amanda,Marketing,50,89457,21,Nagpur,High,Yes,Senior
1187,David,Marketing,25,69654,3,Delhi,Normal,No,Young
1188,Brad,HR,26,60351,0,Bangalore,Normal,No,Young
1189,Holly,Finance,26,110649,2,Chennai,High,No,Young
1190,Danielle,Marketing,40,102144,1,Mumbai,High,No,Senior
1191,Lisa,Marketing,40,98991,6,Chennai,High,Yes,Senior
1192,Taylor,Marketing,48,95344,11,Chennai,High,Yes,Senior
1193,Katelyn,Finance,44,146620,10,Pune,High,Yes,Senior
1194,Holly,Operations,39,93169,16,Hyderabad,High,Yes,Mid
1195,Margaret,Marketing,33,70139,11,Nagpur,Normal,Yes,Mid
1196,John,Operations,25,85410,3,Chennai,High,No,Young
1197,Michael,IT Support,44,147141,11,Nagpur,High,Yes,Senior
1198,Patricia,Data Science,30,103353,0,Bangalore,High,No,Mid
1199,Corey,Data Science,28,64163,2,Pune,Normal,No,Young
1200,Joanne,IT Support,23,99742,0,Mumbai,High,No,Young
1201,Kenneth,Marketing,28,112605,6,Chennai,High,Yes,Young
1202,Jasmine,IT Support,47,126278,12,Bangalore,High,Yes,Senior
1203,Laura,IT Support,40,60394,0,Kolkata,Normal,No,Senior
1204,Samuel,Finance,25,122463,3,Hyderabad,High,No,Young
1205,Alexander,IT Support,33,66676,1,Hyderabad,Normal,No,Mid
1206,Monica,HR,50,84683,12,Nagpur,High,Yes,Senior
1207,Bianca,HR,29,38746,8,Kolkata,Normal,Yes,Young
1208,Cynthia,Operations,33,118745,12,Pune,High,Yes,Mid
1209,Katie,HR,34,43908,8,Mumbai,Normal,Yes,Mid
1210,Debbie,Data Science,22,46051,0,Mumbai,Normal,No,Young
1211,Justin,HR,26,86614,0,Bangalore,High,No,Young
1212,Michelle,Marketing,37,81679,0,Chennai,High,No,Mid
1213,Richard,Operations,24,132724,2,Chennai,High,No,Young
1214,Marcus,Sales,27,114092,1,Hyderabad,High,No,Young
1215,Ariel,Finance,43,79116,8,Kolkata,Normal,Yes,Senior
1216,Sandra,Operations,37,43739,5,Delhi,Normal,Yes,Mid
1217,Brendan,Marketing,30,137187,2,Kolkata,High,No,Mid
1218,Charles,HR,22,39544,1,Delhi,Normal,No,Young
1219,Albert,HR,40,82824,6,Bangalore,High,Yes,Senior
1220,Joshua,Sales,26,64202,1,Pune,Normal,No,Young
1221,Ryan,Sales,39,104125,10,Delhi,High,Yes,Mid
1222,Michael,IT Support,36,126356,3,Pune,High,No,Mid
1223,Crystal,Data Science,49,75390,17,Kolkata,Normal,Yes,Senior
1224,Cheryl,Operations,44,91395,5,Pune,High,Yes,Senior
1225,Susan,Marketing,50,57666,9,Delhi,Normal,Yes,Senior
1226,Jamie,HR,36,148875,13,Mumbai,High,Yes,Mid
1227,Theresa,Sales,50,128848,23,Kolkata,High,Yes,Senior
1228,Jason,Sales,41,72883,7,Kolkata,Normal,Yes,Senior
1229,Tiffany,IT Support,32,83259,4,Mumbai,High,No,Mid
1230,Julie,Operations,50,86014,12,Pune,High,Yes,Senior
1231,Lee,Marketing,44,32831,19,Kolkata,Normal,Yes,Senior
1232,Andrew,Operations,25,119320,3,Delhi,High,No,Young
1233,Donna,HR,32,140272,6,Kolkata,High,Yes,Mid
1234,Ashley,Operations,36,91413,8,Kolkata,High,Yes,Mid
1235,Scott,Data Science,50,139693,21,Mumbai,High,Yes,Senior
1236,Melissa,Data Science,41,108763,16,Hyderabad,High,Yes,Senior
1237,Michele,HR,31,77213,1,Hyderabad,Normal,No,Mid
1238,Todd,IT Support,22,36556,1,Bangalore,Normal,No,Young
1239,Jacqueline,Data Science,28,70555,3,Kolkata,Normal,No,Young
1240,Daniel,Sales,45,67467,18,Chennai,Normal,Yes,Senior
1241,Andrew,Marketing,43,87452,6,Bangalore,High,Yes,Senior
1242,Michelle,IT Support,43,48003,5,Kolkata,Normal,Yes,Senior
1243,Lydia,IT Support,39,128179,12,Delhi,High,Yes,Mid
1244,Michelle,Operations,37,43709,5,Mumbai,Normal,Yes,Mid
1245,Diane,Operations,24,145441,1,Bangalore,High,No,Young
1246,Laura,Finance,50,68838,5,Mumbai,Normal,Yes,Senior
1247,Zachary,Marketing,28,77757,1,Mumbai,Normal,No,Young
1248,Kevin,Finance,26,141868,5,Bangalore,High,Yes,Young
1249,Alison,Sales,34,112953,5,Delhi,High,Yes,Mid
1250,Ashley,IT Support,42,71951,0,Chennai,Normal,No,Senior
1251,Kimberly,Data Science,36,38716,10,Kolkata,Normal,Yes,Mid
1252,Matthew,Finance,35,39778,0,Bangalore,Normal,No,Mid
1253,Larry,Marketing,39,88543,12,Bangalore,High,Yes,Mid
1254,Matthew,Data Science,36,53221,0,Nagpur,Normal,No,Mid
1255,Jeffery,Operations,37,57866,8,Nagpur,Normal,Yes,Mid
1256,David,Finance,32,87850,11,Mumbai,High,Yes,Mid
1257,Eric,Marketing,50,81141,4,Delhi,High,No,Senior
1258,Kyle,Finance,46,108183,16,Kolkata,High,Yes,Senior
1259,Crystal,HR,35,100174,6,Delhi,High,Yes,Mid
1260,David,HR,50,98014,16,Hyderabad,High,Yes,Senior
1261,Carmen,Operations,34,91078,0,Pune,High,No,Mid
1262,Wanda,Data Science,24,69991,1,Mumbai,Normal,No,Young
1263,Stephanie,Marketing,35,61486,1,Nagpur,Normal,No,Mid
1264,Andrew,Sales,23,116845,2,Nagpur,High,No,Young
1265,Tracie,Data Science,49,137458,25,Pune,High,Yes,Senior
1266,Monica,HR,46,104206,19,Mumbai,High,Yes,Senior
1267,Daniel,HR,39,50842,12,Chennai,Normal,Yes,Mid
1268,Christopher,Sales,26,94393,3,Delhi,High,No,Young
1269,Nicole,Operations,33,41932,10,Hyderabad,Normal,Yes,Mid
1270,Stephanie,IT Support,44,60972,3,Delhi,Normal,No,Senior
1271,Michael,Finance,28,34245,3,Chennai,Normal,No,Young
1272,William,IT Support,38,44169,10,Kolkata,Normal,Yes,Mid
1273,Nicole,Sales,48,149058,19,Pune,High,Yes,Senior
1274,Amanda,Finance,46,103466,25,Mumbai,High,Yes,Senior
1275,Vanessa,IT Support,23,61920,2,Nagpur,Normal,No,Young
1276,Jennifer,Sales,29,142272,0,Kolkata,High,No,Young
1277,Amy,Finance,43,138849,16,Chennai,High,Yes,Senior
1278,Heather,Marketing,33,44726,1,Mumbai,Normal,No,Mid
1279,Diane,Finance,45,38767,2,Bangalore,Normal,No,Senior
1280,Amy,Sales,25,57009,4,Chennai,Normal,No,Young
1281,Travis,Operations,24,54521,1,Pune,Normal,No,Young
1282,Monica,Sales,36,78400,0,Delhi,Normal,No,Mid
1283,Ross,HR,45,46767,21,Mumbai,Normal,Yes,Senior
1284,Pamela,Sales,23,105144,2,Kolkata,High,No,Young
1285,Eric,Operations,22,119601,0,Pune,High,No,Young
1286,Angela,Finance,26,128962,3,Nagpur,High,No,Young
1287,Judith,Marketing,43,147609,16,Chennai,High,Yes,Senior
1288,Jennifer,Sales,37,106309,3,Hyderabad,High,No,Mid
1289,Stephanie,Finance,44,93322,12,Mumbai,High,Yes,Senior
1290,Cassandra,Finance,49,104186,16,Bangalore,High,Yes,Senior
1291,Todd,Data Science,36,92309,3,Delhi,High,No,Mid
1292,Alexandra,Data Science,25,96596,2,Bangalore,High,No,Young
1293,Dalton,IT Support,30,137392,7,Mumbai,High,Yes,Mid
1294,Jeffrey,HR,44,120120,17,Hyderabad,High,Yes,Senior
1295,Elizabeth,Sales,48,58069,13,Nagpur,Normal,Yes,Senior
1296,Catherine,HR,30,116717,9,Delhi,High,Yes,Mid
1297,Daniel,Data Science,41,91924,9,Nagpur,High,Yes,Senior
1298,Melanie,Data Science,37,93455,3,Delhi,High,No,Mid
1299,Heidi,Finance,45,128188,3,Hyderabad,High,No,Senior
1300,Patricia,HR,32,68815,8,Delhi,Normal,Yes,Mid
1301,Rickey,Finance,22,111392,1,Delhi,High,No,Young
1302,Amy,IT Support,39,69306,6,Pune,Normal,Yes,Mid
1303,Carlos,IT Support,36,76680,0,Kolkata,Normal,No,Mid
1304,Shannon,HR,30,73904,5,Hyderabad,Normal,Yes,Mid
1305,Nicole,Finance,35,141117,0,Hyderabad,High,No,Mid
1306,Anna,Sales,46,42877,6,Delhi,Normal,Yes,Senior
1307,James,Sales,28,77934,3,Kolkata,Normal,No,Young
1308,Zachary,Operations,22,53419,0,Hyderabad,Normal,No,Young
1309,Kyle,Marketing,50,142494,10,Kolkata,High,Yes,Senior
1310,Brandy,IT Support,22,143083,0,Chennai,High,No,Young
1311,Dana,Marketing,28,72213,4,Nagpur,Normal,No,Young
1312,Julie,HR,44,122373,9,Mumbai,High,Yes,Senior
1313,Jason,Data Science,49,42179,14,Hyderabad,Normal,Yes,Senior
1314,Gabriel,Data Science,35,43784,11,Hyderabad,Normal,Yes,Mid
1315,Erin,Marketing,44,146545,3,Mumbai,High,No,Senior
1316,Charles,Finance,36,40405,2,Pune,Normal,No,Mid
1317,Dawn,Finance,31,33552,2,Bangalore,Normal,No,Mid
1318,Cindy,IT Support,46,85498,8,Chennai,High,Yes,Senior
1319,Veronica,HR,23,46114,2,Pune,Normal,No,Young
1320,James,Operations,23,135684,0,Hyderabad,High,No,Young
1321,Lauren,Data Science,35,58357,8,Bangalore,Normal,Yes,Mid
1322,Alexandra,IT Support,42,117357,0,Nagpur,High,No,Senior
1323,Shane,IT Support,33,110099,8,Mumbai,High,Yes,Mid
1324,Richard,HR,22,43138,1,Hyderabad,Normal,No,Young
1325,Madison,Operations,28,56406,6,Nagpur,Normal,Yes,Young
1326,Robin,IT Support,45,118969,8,Nagpur,High,Yes,Senior
1327,Carrie,IT Support,38,61050,8,Chennai,Normal,Yes,Mid
1328,Anthony,Data Science,35,146993,7,Delhi,High,Yes,Mid
1329,Kimberly,Sales,33,58422,9,Pune,Normal,Yes,Mid
1330,Amy,HR,44,43931,4,Mumbai,Normal,No,Senior
1331,Miguel,Sales,25,107952,4,Kolkata,High,No,Young
1332,Thomas,Sales,49,74348,22,Kolkata,Normal,Yes,Senior
1333,Anthony,Operations,34,92516,11,Mumbai,High,Yes,Mid
1334,Bethany,Operations,44,94798,2,Nagpur,High,No,Senior
1335,Mary,Marketing,28,62159,5,Delhi,Normal,Yes,Young
1336,Bonnie,IT Support,29,62422,5,Hyderabad,Normal,Yes,Young
1337,Stephanie,Marketing,35,128639,12,Pune,High,Yes,Mid
1338,Ann,IT Support,48,72000,21,Chennai,Normal,Yes,Senior
1339,Shelby,IT Support,42,138491,4,Chennai,High,No,Senior
1340,Joseph,Operations,24,106657,3,Mumbai,High,No,Young
1341,Suzanne,Marketing,34,117442,11,Nagpur,High,Yes,Mid
1342,Cassandra,Marketing,27,66214,1,Nagpur,Normal,No,Young
1343,Sandra,Finance,37,122824,6,Hyderabad,High,Yes,Mid
1344,Aaron,Data Science,36,56370,1,Kolkata,Normal,No,Mid
1345,William,Marketing,31,45196,1,Chennai,Normal,No,Mid
1346,Ashley,Finance,25,46861,0,Kolkata,Normal,No,Young
1347,Anthony,Finance,32,80063,9,Delhi,High,Yes,Mid
1348,Haley,IT Support,28,44408,0,Chennai,Normal,No,Young
1349,Joshua,IT Support,35,47977,12,Delhi,Normal,Yes,Mid
1350,Alexis,Finance,39,130241,15,Kolkata,High,Yes,Mid
1351,Juan,Finance,43,32840,5,Chennai,Normal,Yes,Senior
1352,Kathleen,Marketing,26,94578,0,Delhi,High,No,Young
1353,Jessica,Marketing,35,116750,8,Hyderabad,High,Yes,Mid
1354,Terrence,IT Support,23,94430,1,Mumbai,High,No,Young
1355,Rachel,Data Science,25,69872,4,Nagpur,Normal,No,Young
1356,Rhonda,HR,37,126074,3,Bangalore,High,No,Mid
1357,Cory,Marketing,36,93925,15,Mumbai,High,Yes,Mid
1358,Jeffrey,Data Science,44,52208,1,Pune,Normal,No,Senior
1359,Brandi,Marketing,38,63079,4,Pune,Normal,No,Mid
1360,Daniel,Operations,50,106846,4,Pune,High,No,Senior
1361,Melissa,HR,42,100073,2,Bangalore,High,No,Senior
1362,Kara,Finance,24,88288,3,Bangalore,High,No,Young
1363,Christopher,Finance,48,106783,2,Nagpur,High,No,Senior
1364,Emily,Marketing,36,57337,4,Chennai,Normal,No,Mid
1365,Laurie,Marketing,47,97275,6,Pune,High,Yes,Senior
1366,Elizabeth,Marketing,38,93711,5,Bangalore,High,Yes,Mid
1367,Adam,Marketing,29,64727,2,Mumbai,Normal,No,Young
1368,Robert,HR,43,97960,14,Bangalore,High,Yes,Senior
1369,Michael,Marketing,27,80011,0,Mumbai,High,No,Young
1370,James,Data Science,23,80830,0,Pune,High,No,Young
1371,Allison,Data Science,24,74809,0,Kolkata,Normal,No,Young
1372,Dawn,IT Support,46,39174,8,Bangalore,Normal,Yes,Senior
1373,Scott,HR,35,122202,14,Pune,High,Yes,Mid
1374,Austin,Operations,47,133022,17,Bangalore,High,Yes,Senior
1375,Lynn,Data Science,30,128412,1,Delhi,High,No,Mid
1376,Robert,Marketing,41,96265,6,Pune,High,Yes,Senior
1377,Nicole,Operations,27,62102,4,Delhi,Normal,No,Young
1378,Robin,Marketing,24,129333,1,Bangalore,High,No,Young
1379,Michele,Sales,29,137922,1,Mumbai,High,No,Young
1380,Meredith,IT Support,30,145993,4,Kolkata,High,No,Mid
1381,Joseph,Data Science,23,139927,0,Pune,High,No,Young
1382,Kenneth,Marketing,30,137709,8,Hyderabad,High,Yes,Mid
1383,Kristin,Marketing,29,96423,6,Pune,High,Yes,Young
1384,Anne,Data Science,44,102751,18,Delhi,High,Yes,Senior
1385,Frances,Operations,39,73044,2,Kolkata,Normal,No,Mid
1386,William,HR,45,132045,1,Chennai,High,No,Senior
1387,Michael,Marketing,49,31875,0,Chennai,Normal,No,Senior
1388,Jasmine,Operations,25,54181,1,Pune,Normal,No,Young
1389,Penny,Finance,50,70860,11,Delhi,Normal,Yes,Senior
1390,Shawn,Finance,33,90267,4,Kolkata,High,No,Mid
1391,Zachary,Operations,36,147294,3,Delhi,High,No,Mid
1392,Karen,IT Support,37,86432,1,Delhi,High,No,Mid
1393,Faith,IT Support,27,90586,2,Chennai,High,No,Young
1394,Brian,Marketing,44,45686,1,Chennai,Normal,No,Senior
1395,Jennifer,Finance,42,124779,18,Nagpur,High,Yes,Senior
1396,David,Sales,34,32602,5,Delhi,Normal,Yes,Mid
1397,Shelia,Sales,27,36823,5,Chennai,Normal,Yes,Young
1398,Cristian,IT Support,38,61967,4,Chennai,Normal,No,Mid
1399,Cheyenne,Finance,34,41886,7,Mumbai,Normal,Yes,Mid
1400,Laura,IT Support,28,39407,4,Nagpur,Normal,No,Young
1401,Tyler,Data Science,41,126870,13,Bangalore,High,Yes,Senior
1402,George,Finance,36,36094,6,Pune,Normal,Yes,Mid
1403,Darren,Finance,46,65104,18,Delhi,Normal,Yes,Senior
1404,Elizabeth,Data Science,31,88769,5,Pune,High,Yes,Mid
1405,Zachary,HR,47,44949,20,Chennai,Normal,Yes,Senior
